relative_path,filename,domain,label,video_id,frame_id,group_id
Deepfakes/000_003_f0.jpg,000_003_f0.jpg,Deepfakes,fake,000_003,0,Deepfakes:000_003
Deepfakes/000_003_f1.jpg,000_003_f1.jpg,Deepfakes,fake,000_003,1,Deepfakes:000_003
Deepfakes/000_003_f2.jpg,000_003_f2.jpg,Deepfakes,fake,000_003,2,Deepfakes:000_003
Deepfakes/000_003_f3.jpg,000_003_f3.jpg,Deepfakes,fake,000_003,3,Deepfakes:000_003
Deepfakes/000_003_f4.jpg,000_003_f4.jpg,Deepfakes,fake,000_003,4,Deepfakes:000_003
Deepfakes/001_870_f0.jpg,001_870_f0.jpg,Deepfakes,fake,001_870,0,Deepfakes:001_870
Deepfakes/001_870_f1.jpg,001_870_f1.jpg,Deepfakes,fake,001_870,1,Deepfakes:001_870
Deepfakes/001_870_f2.jpg,001_870_f2.jpg,Deepfakes,fake,001_870,2,Deepfakes:001_870
Deepfakes/001_870_f3.jpg,001_870_f3.jpg,Deepfakes,fake,001_870,3,Deepfakes:001_870
Deepfakes/001_870_f4.jpg,001_870_f4.jpg,Deepfakes,fake,001_870,4,Deepfakes:001_870
Deepfakes/002_006_f0.jpg,002_006_f0.jpg,Deepfakes,fake,002_006,0,Deepfakes:002_006
Deepfakes/002_006_f1.jpg,002_006_f1.jpg,Deepfakes,fake,002_006,1,Deepfakes:002_006
Deepfakes/002_006_f2.jpg,002_006_f2.jpg,Deepfakes,fake,002_006,2,Deepfakes:002_006
Deepfakes/002_006_f3.jpg,002_006_f3.jpg,Deepfakes,fake,002_006,3,Deepfakes:002_006
Deepfakes/002_006_f4.jpg,002_006_f4.jpg,Deepfakes,fake,002_006,4,Deepfakes:002_006
Deepfakes/003_000_f0.jpg,003_000_f0.jpg,Deepfakes,fake,003_000,0,Deepfakes:003_000
Deepfakes/003_000_f1.jpg,003_000_f1.jpg,Deepfakes,fake,003_000,1,Deepfakes:003_000
Deepfakes/003_000_f2.jpg,003_000_f2.jpg,Deepfakes,fake,003_000,2,Deepfakes:003_000
Deepfakes/003_000_f3.jpg,003_000_f3.jpg,Deepfakes,fake,003_000,3,Deepfakes:003_000
Deepfakes/003_000_f4.jpg,003_000_f4.jpg,Deepfakes,fake,003_000,4,Deepfakes:003_000
Deepfakes/004_982_f0.jpg,004_982_f0.jpg,Deepfakes,fake,004_982,0,Deepfakes:004_982
Deepfakes/004_982_f1.jpg,004_982_f1.jpg,Deepfakes,fake,004_982,1,Deepfakes:004_982
Deepfakes/004_982_f2.jpg,004_982_f2.jpg,Deepfakes,fake,004_982,2,Deepfakes:004_982
Deepfakes/004_982_f3.jpg,004_982_f3.jpg,Deepfakes,fake,004_982,3,Deepfakes:004_982
Deepfakes/004_982_f4.jpg,004_982_f4.jpg,Deepfakes,fake,004_982,4,Deepfakes:004_982
Deepfakes/005_010_f0.jpg,005_010_f0.jpg,Deepfakes,fake,005_010,0,Deepfakes:005_010
Deepfakes/005_010_f1.jpg,005_010_f1.jpg,Deepfakes,fake,005_010,1,Deepfakes:005_010
Deepfakes/005_010_f2.jpg,005_010_f2.jpg,Deepfakes,fake,005_010,2,Deepfakes:005_010
Deepfakes/005_010_f3.jpg,005_010_f3.jpg,Deepfakes,fake,005_010,3,Deepfakes:005_010
Deepfakes/005_010_f4.jpg,005_010_f4.jpg,Deepfakes,fake,005_010,4,Deepfakes:005_010
Deepfakes/006_002_f0.jpg,006_002_f0.jpg,Deepfakes,fake,006_002,0,Deepfakes:006_002
Deepfakes/006_002_f1.jpg,006_002_f1.jpg,Deepfakes,fake,006_002,1,Deepfakes:006_002
Deepfakes/006_002_f2.jpg,006_002_f2.jpg,Deepfakes,fake,006_002,2,Deepfakes:006_002
Deepfakes/006_002_f3.jpg,006_002_f3.jpg,Deepfakes,fake,006_002,3,Deepfakes:006_002
Deepfakes/006_002_f4.jpg,006_002_f4.jpg,Deepfakes,fake,006_002,4,Deepfakes:006_002
Deepfakes/007_132_f0.jpg,007_132_f0.jpg,Deepfakes,fake,007_132,0,Deepfakes:007_132
Deepfakes/007_132_f1.jpg,007_132_f1.jpg,Deepfakes,fake,007_132,1,Deepfakes:007_132
Deepfakes/007_132_f2.jpg,007_132_f2.jpg,Deepfakes,fake,007_132,2,Deepfakes:007_132
Deepfakes/007_132_f3.jpg,007_132_f3.jpg,Deepfakes,fake,007_132,3,Deepfakes:007_132
Deepfakes/007_132_f4.jpg,007_132_f4.jpg,Deepfakes,fake,007_132,4,Deepfakes:007_132
Deepfakes/008_990_f0.jpg,008_990_f0.jpg,Deepfakes,fake,008_990,0,Deepfakes:008_990
Deepfakes/008_990_f1.jpg,008_990_f1.jpg,Deepfakes,fake,008_990,1,Deepfakes:008_990
Deepfakes/008_990_f2.jpg,008_990_f2.jpg,Deepfakes,fake,008_990,2,Deepfakes:008_990
Deepfakes/008_990_f3.jpg,008_990_f3.jpg,Deepfakes,fake,008_990,3,Deepfakes:008_990
Deepfakes/008_990_f4.jpg,008_990_f4.jpg,Deepfakes,fake,008_990,4,Deepfakes:008_990
Deepfakes/009_027_f0.jpg,009_027_f0.jpg,Deepfakes,fake,009_027,0,Deepfakes:009_027
Deepfakes/009_027_f1.jpg,009_027_f1.jpg,Deepfakes,fake,009_027,1,Deepfakes:009_027
Deepfakes/009_027_f2.jpg,009_027_f2.jpg,Deepfakes,fake,009_027,2,Deepfakes:009_027
Deepfakes/009_027_f3.jpg,009_027_f3.jpg,Deepfakes,fake,009_027,3,Deepfakes:009_027
Deepfakes/009_027_f4.jpg,009_027_f4.jpg,Deepfakes,fake,009_027,4,Deepfakes:009_027
Deepfakes/010_005_f0.jpg,010_005_f0.jpg,Deepfakes,fake,010_005,0,Deepfakes:010_005
Deepfakes/010_005_f1.jpg,010_005_f1.jpg,Deepfakes,fake,010_005,1,Deepfakes:010_005
Deepfakes/010_005_f2.jpg,010_005_f2.jpg,Deepfakes,fake,010_005,2,Deepfakes:010_005
Deepfakes/010_005_f3.jpg,010_005_f3.jpg,Deepfakes,fake,010_005,3,Deepfakes:010_005
Deepfakes/010_005_f4.jpg,010_005_f4.jpg,Deepfakes,fake,010_005,4,Deepfakes:010_005
Deepfakes/011_805_f0.jpg,011_805_f0.jpg,Deepfakes,fake,011_805,0,Deepfakes:011_805
Deepfakes/011_805_f1.jpg,011_805_f1.jpg,Deepfakes,fake,011_805,1,Deepfakes:011_805
Deepfakes/011_805_f2.jpg,011_805_f2.jpg,Deepfakes,fake,011_805,2,Deepfakes:011_805
Deepfakes/011_805_f3.jpg,011_805_f3.jpg,Deepfakes,fake,011_805,3,Deepfakes:011_805
Deepfakes/011_805_f4.jpg,011_805_f4.jpg,Deepfakes,fake,011_805,4,Deepfakes:011_805
Deepfakes/012_026_f0.jpg,012_026_f0.jpg,Deepfakes,fake,012_026,0,Deepfakes:012_026
Deepfakes/012_026_f1.jpg,012_026_f1.jpg,Deepfakes,fake,012_026,1,Deepfakes:012_026
Deepfakes/012_026_f2.jpg,012_026_f2.jpg,Deepfakes,fake,012_026,2,Deepfakes:012_026
Deepfakes/012_026_f3.jpg,012_026_f3.jpg,Deepfakes,fake,012_026,3,Deepfakes:012_026
Deepfakes/012_026_f4.jpg,012_026_f4.jpg,Deepfakes,fake,012_026,4,Deepfakes:012_026
Deepfakes/013_883_f0.jpg,013_883_f0.jpg,Deepfakes,fake,013_883,0,Deepfakes:013_883
Deepfakes/013_883_f1.jpg,013_883_f1.jpg,Deepfakes,fake,013_883,1,Deepfakes:013_883
Deepfakes/013_883_f2.jpg,013_883_f2.jpg,Deepfakes,fake,013_883,2,Deepfakes:013_883
Deepfakes/013_883_f3.jpg,013_883_f3.jpg,Deepfakes,fake,013_883,3,Deepfakes:013_883
Deepfakes/013_883_f4.jpg,013_883_f4.jpg,Deepfakes,fake,013_883,4,Deepfakes:013_883
Deepfakes/014_790_f0.jpg,014_790_f0.jpg,Deepfakes,fake,014_790,0,Deepfakes:014_790
Deepfakes/014_790_f1.jpg,014_790_f1.jpg,Deepfakes,fake,014_790,1,Deepfakes:014_790
Deepfakes/014_790_f2.jpg,014_790_f2.jpg,Deepfakes,fake,014_790,2,Deepfakes:014_790
Deepfakes/014_790_f3.jpg,014_790_f3.jpg,Deepfakes,fake,014_790,3,Deepfakes:014_790
Deepfakes/014_790_f4.jpg,014_790_f4.jpg,Deepfakes,fake,014_790,4,Deepfakes:014_790
Deepfakes/015_919_f0.jpg,015_919_f0.jpg,Deepfakes,fake,015_919,0,Deepfakes:015_919
Deepfakes/015_919_f1.jpg,015_919_f1.jpg,Deepfakes,fake,015_919,1,Deepfakes:015_919
Deepfakes/015_919_f2.jpg,015_919_f2.jpg,Deepfakes,fake,015_919,2,Deepfakes:015_919
Deepfakes/015_919_f3.jpg,015_919_f3.jpg,Deepfakes,fake,015_919,3,Deepfakes:015_919
Deepfakes/015_919_f4.jpg,015_919_f4.jpg,Deepfakes,fake,015_919,4,Deepfakes:015_919
Deepfakes/016_209_f0.jpg,016_209_f0.jpg,Deepfakes,fake,016_209,0,Deepfakes:016_209
Deepfakes/016_209_f1.jpg,016_209_f1.jpg,Deepfakes,fake,016_209,1,Deepfakes:016_209
Deepfakes/016_209_f2.jpg,016_209_f2.jpg,Deepfakes,fake,016_209,2,Deepfakes:016_209
Deepfakes/016_209_f3.jpg,016_209_f3.jpg,Deepfakes,fake,016_209,3,Deepfakes:016_209
Deepfakes/016_209_f4.jpg,016_209_f4.jpg,Deepfakes,fake,016_209,4,Deepfakes:016_209
Deepfakes/017_803_f0.jpg,017_803_f0.jpg,Deepfakes,fake,017_803,0,Deepfakes:017_803
Deepfakes/017_803_f1.jpg,017_803_f1.jpg,Deepfakes,fake,017_803,1,Deepfakes:017_803
Deepfakes/017_803_f2.jpg,017_803_f2.jpg,Deepfakes,fake,017_803,2,Deepfakes:017_803
Deepfakes/017_803_f3.jpg,017_803_f3.jpg,Deepfakes,fake,017_803,3,Deepfakes:017_803
Deepfakes/017_803_f4.jpg,017_803_f4.jpg,Deepfakes,fake,017_803,4,Deepfakes:017_803
Deepfakes/018_019_f0.jpg,018_019_f0.jpg,Deepfakes,fake,018_019,0,Deepfakes:018_019
Deepfakes/018_019_f1.jpg,018_019_f1.jpg,Deepfakes,fake,018_019,1,Deepfakes:018_019
Deepfakes/018_019_f2.jpg,018_019_f2.jpg,Deepfakes,fake,018_019,2,Deepfakes:018_019
Deepfakes/018_019_f3.jpg,018_019_f3.jpg,Deepfakes,fake,018_019,3,Deepfakes:018_019
Deepfakes/018_019_f4.jpg,018_019_f4.jpg,Deepfakes,fake,018_019,4,Deepfakes:018_019
Deepfakes/019_018_f0.jpg,019_018_f0.jpg,Deepfakes,fake,019_018,0,Deepfakes:019_018
Deepfakes/019_018_f1.jpg,019_018_f1.jpg,Deepfakes,fake,019_018,1,Deepfakes:019_018
Deepfakes/019_018_f2.jpg,019_018_f2.jpg,Deepfakes,fake,019_018,2,Deepfakes:019_018
Deepfakes/019_018_f3.jpg,019_018_f3.jpg,Deepfakes,fake,019_018,3,Deepfakes:019_018
Deepfakes/019_018_f4.jpg,019_018_f4.jpg,Deepfakes,fake,019_018,4,Deepfakes:019_018
Deepfakes/020_344_f0.jpg,020_344_f0.jpg,Deepfakes,fake,020_344,0,Deepfakes:020_344
Deepfakes/020_344_f1.jpg,020_344_f1.jpg,Deepfakes,fake,020_344,1,Deepfakes:020_344
Deepfakes/020_344_f2.jpg,020_344_f2.jpg,Deepfakes,fake,020_344,2,Deepfakes:020_344
Deepfakes/020_344_f3.jpg,020_344_f3.jpg,Deepfakes,fake,020_344,3,Deepfakes:020_344
Deepfakes/020_344_f4.jpg,020_344_f4.jpg,Deepfakes,fake,020_344,4,Deepfakes:020_344
Deepfakes/021_312_f0.jpg,021_312_f0.jpg,Deepfakes,fake,021_312,0,Deepfakes:021_312
Deepfakes/021_312_f1.jpg,021_312_f1.jpg,Deepfakes,fake,021_312,1,Deepfakes:021_312
Deepfakes/021_312_f2.jpg,021_312_f2.jpg,Deepfakes,fake,021_312,2,Deepfakes:021_312
Deepfakes/021_312_f3.jpg,021_312_f3.jpg,Deepfakes,fake,021_312,3,Deepfakes:021_312
Deepfakes/021_312_f4.jpg,021_312_f4.jpg,Deepfakes,fake,021_312,4,Deepfakes:021_312
Deepfakes/022_489_f0.jpg,022_489_f0.jpg,Deepfakes,fake,022_489,0,Deepfakes:022_489
Deepfakes/022_489_f1.jpg,022_489_f1.jpg,Deepfakes,fake,022_489,1,Deepfakes:022_489
Deepfakes/022_489_f2.jpg,022_489_f2.jpg,Deepfakes,fake,022_489,2,Deepfakes:022_489
Deepfakes/022_489_f3.jpg,022_489_f3.jpg,Deepfakes,fake,022_489,3,Deepfakes:022_489
Deepfakes/022_489_f4.jpg,022_489_f4.jpg,Deepfakes,fake,022_489,4,Deepfakes:022_489
Deepfakes/023_923_f0.jpg,023_923_f0.jpg,Deepfakes,fake,023_923,0,Deepfakes:023_923
Deepfakes/023_923_f1.jpg,023_923_f1.jpg,Deepfakes,fake,023_923,1,Deepfakes:023_923
Deepfakes/023_923_f2.jpg,023_923_f2.jpg,Deepfakes,fake,023_923,2,Deepfakes:023_923
Deepfakes/023_923_f3.jpg,023_923_f3.jpg,Deepfakes,fake,023_923,3,Deepfakes:023_923
Deepfakes/023_923_f4.jpg,023_923_f4.jpg,Deepfakes,fake,023_923,4,Deepfakes:023_923
Deepfakes/024_073_f0.jpg,024_073_f0.jpg,Deepfakes,fake,024_073,0,Deepfakes:024_073
Deepfakes/024_073_f1.jpg,024_073_f1.jpg,Deepfakes,fake,024_073,1,Deepfakes:024_073
Deepfakes/024_073_f2.jpg,024_073_f2.jpg,Deepfakes,fake,024_073,2,Deepfakes:024_073
Deepfakes/024_073_f3.jpg,024_073_f3.jpg,Deepfakes,fake,024_073,3,Deepfakes:024_073
Deepfakes/024_073_f4.jpg,024_073_f4.jpg,Deepfakes,fake,024_073,4,Deepfakes:024_073
Deepfakes/025_067_f0.jpg,025_067_f0.jpg,Deepfakes,fake,025_067,0,Deepfakes:025_067
Deepfakes/025_067_f1.jpg,025_067_f1.jpg,Deepfakes,fake,025_067,1,Deepfakes:025_067
Deepfakes/025_067_f2.jpg,025_067_f2.jpg,Deepfakes,fake,025_067,2,Deepfakes:025_067
Deepfakes/025_067_f3.jpg,025_067_f3.jpg,Deepfakes,fake,025_067,3,Deepfakes:025_067
Deepfakes/025_067_f4.jpg,025_067_f4.jpg,Deepfakes,fake,025_067,4,Deepfakes:025_067
Deepfakes/026_012_f0.jpg,026_012_f0.jpg,Deepfakes,fake,026_012,0,Deepfakes:026_012
Deepfakes/026_012_f1.jpg,026_012_f1.jpg,Deepfakes,fake,026_012,1,Deepfakes:026_012
Deepfakes/026_012_f2.jpg,026_012_f2.jpg,Deepfakes,fake,026_012,2,Deepfakes:026_012
Deepfakes/026_012_f3.jpg,026_012_f3.jpg,Deepfakes,fake,026_012,3,Deepfakes:026_012
