relative_path,filename,domain,label,video_id,frame_id,group_id
Face2Face/000_003_f0.jpg,000_003_f0.jpg,Face2Face,fake,000_003,0,Face2Face:000_003
Face2Face/000_003_f1.jpg,000_003_f1.jpg,Face2Face,fake,000_003,1,Face2Face:000_003
Face2Face/000_003_f2.jpg,000_003_f2.jpg,Face2Face,fake,000_003,2,Face2Face:000_003
Face2Face/000_003_f3.jpg,000_003_f3.jpg,Face2Face,fake,000_003,3,Face2Face:000_003
Face2Face/000_003_f4.jpg,000_003_f4.jpg,Face2Face,fake,000_003,4,Face2Face:000_003
Face2Face/001_870_f0.jpg,001_870_f0.jpg,Face2Face,fake,001_870,0,Face2Face:001_870
Face2Face/001_870_f1.jpg,001_870_f1.jpg,Face2Face,fake,001_870,1,Face2Face:001_870
Face2Face/001_870_f2.jpg,001_870_f2.jpg,Face2Face,fake,001_870,2,Face2Face:001_870
Face2Face/001_870_f3.jpg,001_870_f3.jpg,Face2Face,fake,001_870,3,Face2Face:001_870
Face2Face/001_870_f4.jpg,001_870_f4.jpg,Face2Face,fake,001_870,4,Face2Face:001_870
Face2Face/002_006_f0.jpg,002_006_f0.jpg,Face2Face,fake,002_006,0,Face2Face:002_006
Face2Face/002_006_f1.jpg,002_006_f1.jpg,Face2Face,fake,002_006,1,Face2Face:002_006
Face2Face/002_006_f2.jpg,002_006_f2.jpg,Face2Face,fake,002_006,2,Face2Face:002_006
Face2Face/002_006_f3.jpg,002_006_f3.jpg,Face2Face,fake,002_006,3,Face2Face:002_006
Face2Face/002_006_f4.jpg,002_006_f4.jpg,Face2Face,fake,002_006,4,Face2Face:002_006
Face2Face/003_000_f0.jpg,003_000_f0.jpg,Face2Face,fake,003_000,0,Face2Face:003_000
Face2Face/003_000_f1.jpg,003_000_f1.jpg,Face2Face,fake,003_000,1,Face2Face:003_000
Face2Face/003_000_f2.jpg,003_000_f2.jpg,Face2Face,fake,003_000,2,Face2Face:003_000
Face2Face/003_000_f3.jpg,003_000_f3.jpg,Face2Face,fake,003_000,3,Face2Face:003_000
Face2Face/003_000_f4.jpg,003_000_f4.jpg,Face2Face,fake,003_000,4,Face2Face:003_000
Face2Face/005_010_f0.jpg,005_010_f0.jpg,Face2Face,fake,005_010,0,Face2Face:005_010
Face2Face/005_010_f1.jpg,005_010_f1.jpg,Face2Face,fake,005_010,1,Face2Face:005_010
Face2Face/005_010_f2.jpg,005_010_f2.jpg,Face2Face,fake,005_010,2,Face2Face:005_010
Face2Face/005_010_f3.jpg,005_010_f3.jpg,Face2Face,fake,005_010,3,Face2Face:005_010
Face2Face/005_010_f4.jpg,005_010_f4.jpg,Face2Face,fake,005_010,4,Face2Face:005_010
Face2Face/006_002_f0.jpg,006_002_f0.jpg,Face2Face,fake,006_002,0,Face2Face:006_002
Face2Face/006_002_f1.jpg,006_002_f1.jpg,Face2Face,fake,006_002,1,Face2Face:006_002
Face2Face/006_002_f2.jpg,006_002_f2.jpg,Face2Face,fake,006_002,2,Face2Face:006_002
Face2Face/006_002_f3.jpg,006_002_f3.jpg,Face2Face,fake,006_002,3,Face2Face:006_002
Face2Face/006_002_f4.jpg,006_002_f4.jpg,Face2Face,fake,006_002,4,Face2Face:006_002
Face2Face/007_132_f0.jpg,007_132_f0.jpg,Face2Face,fake,007_132,0,Face2Face:007_132
Face2Face/007_132_f1.jpg,007_132_f1.jpg,Face2Face,fake,007_132,1,Face2Face:007_132
Face2Face/007_132_f2.jpg,007_132_f2.jpg,Face2Face,fake,007_132,2,Face2Face:007_132
Face2Face/007_132_f3.jpg,007_132_f3.jpg,Face2Face,fake,007_132,3,Face2Face:007_132
Face2Face/007_132_f4.jpg,007_132_f4.jpg,Face2Face,fake,007_132,4,Face2Face:007_132
Face2Face/008_990_f0.jpg,008_990_f0.jpg,Face2Face,fake,008_990,0,Face2Face:008_990
Face2Face/008_990_f1.jpg,008_990_f1.jpg,Face2Face,fake,008_990,1,Face2Face:008_990
Face2Face/008_990_f2.jpg,008_990_f2.jpg,Face2Face,fake,008_990,2,Face2Face:008_990
Face2Face/008_990_f3.jpg,008_990_f3.jpg,Face2Face,fake,008_990,3,Face2Face:008_990
Face2Face/008_990_f4.jpg,008_990_f4.jpg,Face2Face,fake,008_990,4,Face2Face:008_990
Face2Face/009_027_f0.jpg,009_027_f0.jpg,Face2Face,fake,009_027,0,Face2Face:009_027
Face2Face/009_027_f1.jpg,009_027_f1.jpg,Face2Face,fake,009_027,1,Face2Face:009_027
Face2Face/009_027_f2.jpg,009_027_f2.jpg,Face2Face,fake,009_027,2,Face2Face:009_027
Face2Face/009_027_f3.jpg,009_027_f3.jpg,Face2Face,fake,009_027,3,Face2Face:009_027
Face2Face/009_027_f4.jpg,009_027_f4.jpg,Face2Face,fake,009_027,4,Face2Face:009_027
Face2Face/010_005_f0.jpg,010_005_f0.jpg,Face2Face,fake,010_005,0,Face2Face:010_005
Face2Face/010_005_f1.jpg,010_005_f1.jpg,Face2Face,fake,010_005,1,Face2Face:010_005
Face2Face/010_005_f2.jpg,010_005_f2.jpg,Face2Face,fake,010_005,2,Face2Face:010_005
Face2Face/010_005_f3.jpg,010_005_f3.jpg,Face2Face,fake,010_005,3,Face2Face:010_005
Face2Face/010_005_f4.jpg,010_005_f4.jpg,Face2Face,fake,010_005,4,Face2Face:010_005
Face2Face/011_805_f0.jpg,011_805_f0.jpg,Face2Face,fake,011_805,0,Face2Face:011_805
Face2Face/011_805_f1.jpg,011_805_f1.jpg,Face2Face,fake,011_805,1,Face2Face:011_805
Face2Face/011_805_f2.jpg,011_805_f2.jpg,Face2Face,fake,011_805,2,Face2Face:011_805
Face2Face/011_805_f3.jpg,011_805_f3.jpg,Face2Face,fake,011_805,3,Face2Face:011_805
Face2Face/011_805_f4.jpg,011_805_f4.jpg,Face2Face,fake,011_805,4,Face2Face:011_805
Face2Face/012_026_f0.jpg,012_026_f0.jpg,Face2Face,fake,012_026,0,Face2Face:012_026
Face2Face/012_026_f1.jpg,012_026_f1.jpg,Face2Face,fake,012_026,1,Face2Face:012_026
Face2Face/012_026_f2.jpg,012_026_f2.jpg,Face2Face,fake,012_026,2,Face2Face:012_026
Face2Face/012_026_f3.jpg,012_026_f3.jpg,Face2Face,fake,012_026,3,Face2Face:012_026
Face2Face/012_026_f4.jpg,012_026_f4.jpg,Face2Face,fake,012_026,4,Face2Face:012_026
Face2Face/013_883_f0.jpg,013_883_f0.jpg,Face2Face,fake,013_883,0,Face2Face:013_883
Face2Face/013_883_f1.jpg,013_883_f1.jpg,Face2Face,fake,013_883,1,Face2Face:013_883
Face2Face/013_883_f2.jpg,013_883_f2.jpg,Face2Face,fake,013_883,2,Face2Face:013_883
Face2Face/013_883_f3.jpg,013_883_f3.jpg,Face2Face,fake,013_883,3,Face2Face:013_883
Face2Face/013_883_f4.jpg,013_883_f4.jpg,Face2Face,fake,013_883,4,Face2Face:013_883
Face2Face/014_790_f0.jpg,014_790_f0.jpg,Face2Face,fake,014_790,0,Face2Face:014_790
Face2Face/014_790_f1.jpg,014_790_f1.jpg,Face2Face,fake,014_790,1,Face2Face:014_790
Face2Face/014_790_f2.jpg,014_790_f2.jpg,Face2Face,fake,014_790,2,Face2Face:014_790
Face2Face/014_790_f3.jpg,014_790_f3.jpg,Face2Face,fake,014_790,3,Face2Face:014_790
Face2Face/014_790_f4.jpg,014_790_f4.jpg,Face2Face,fake,014_790,4,Face2Face:014_790
Face2Face/017_803_f0.jpg,017_803_f0.jpg,Face2Face,fake,017_803,0,Face2Face:017_803
Face2Face/017_803_f1.jpg,017_803_f1.jpg,Face2Face,fake,017_803,1,Face2Face:017_803
Face2Face/017_803_f2.jpg,017_803_f2.jpg,Face2Face,fake,017_803,2,Face2Face:017_803
Face2Face/017_803_f3.jpg,017_803_f3.jpg,Face2Face,fake,017_803,3,Face2Face:017_803
Face2Face/017_803_f4.jpg,017_803_f4.jpg,Face2Face,fake,017_803,4,Face2Face:017_803
Face2Face/021_312_f0.jpg,021_312_f0.jpg,Face2Face,fake,021_312,0,Face2Face:021_312
Face2Face/021_312_f1.jpg,021_312_f1.jpg,Face2Face,fake,021_312,1,Face2Face:021_312
Face2Face/021_312_f2.jpg,021_312_f2.jpg,Face2Face,fake,021_312,2,Face2Face:021_312
Face2Face/021_312_f3.jpg,021_312_f3.jpg,Face2Face,fake,021_312,3,Face2Face:021_312
Face2Face/021_312_f4.jpg,021_312_f4.jpg,Face2Face,fake,021_312,4,Face2Face:021_312
Face2Face/022_489_f0.jpg,022_489_f0.jpg,Face2Face,fake,022_489,0,Face2Face:022_489
Face2Face/022_489_f1.jpg,022_489_f1.jpg,Face2Face,fake,022_489,1,Face2Face:022_489
Face2Face/022_489_f2.jpg,022_489_f2.jpg,Face2Face,fake,022_489,2,Face2Face:022_489
Face2Face/022_489_f3.jpg,022_489_f3.jpg,Face2Face,fake,022_489,3,Face2Face:022_489
Face2Face/022_489_f4.jpg,022_489_f4.jpg,Face2Face,fake,022_489,4,Face2Face:022_489
Face2Face/023_923_f0.jpg,023_923_f0.jpg,Face2Face,fake,023_923,0,Face2Face:023_923
Face2Face/023_923_f1.jpg,023_923_f1.jpg,Face2Face,fake,023_923,1,Face2Face:023_923
Face2Face/023_923_f2.jpg,023_923_f2.jpg,Face2Face,fake,023_923,2,Face2Face:023_923
Face2Face/023_923_f3.jpg,023_923_f3.jpg,Face2Face,fake,023_923,3,Face2Face:023_923
Face2Face/023_923_f4.jpg,023_923_f4.jpg,Face2Face,fake,023_923,4,Face2Face:023_923
